LBP_feature_0,LBP_feature_1,LBP_feature_2,LBP_feature_3,LBP_feature_4,LBP_feature_5,LBP_feature_6,LBP_feature_7,LBP_feature_8,LBP_feature_9,LBP_feature_10,LBP_feature_11,LBP_feature_12,LBP_feature_13,LBP_feature_14,LBP_feature_15,LBP_feature_16,LBP_feature_17,LBP_feature_18,LBP_feature_19,LBP_feature_20,LBP_feature_21,LBP_feature_22,LBP_feature_23,LBP_feature_24,LBP_feature_25,LBP_feature_26,LBP_feature_27,LBP_feature_28,LBP_feature_29,LBP_feature_30,LBP_feature_31,LBP_feature_32,LBP_feature_33,LBP_feature_34,LBP_feature_35,LBP_feature_36,LBP_feature_37,LBP_feature_38,LBP_feature_39,LBP_feature_40,LBP_feature_41,LBP_feature_42,LBP_feature_43,LBP_feature_44,LBP_feature_45,LBP_feature_46,LBP_feature_47,LBP_feature_48,LBP_feature_49,LBP_feature_50,LBP_feature_51,LBP_feature_52,LBP_feature_53,LBP_feature_54,LBP_feature_55,LBP_feature_56,LBP_feature_57,LBP_feature_58,LBP_feature_59,LBP_feature_60,LBP_feature_61,LBP_feature_62,LBP_feature_63,LBP_feature_64,LBP_feature_65,LBP_feature_66,LBP_feature_67,LBP_feature_68,LBP_feature_69,LBP_feature_70,LBP_feature_71,LBP_feature_72,LBP_feature_73,LBP_feature_74,LBP_feature_75,LBP_feature_76,LBP_feature_77,LBP_feature_78,LBP_feature_79,LBP_feature_80,LBP_feature_81,LBP_feature_82,LBP_feature_83,LBP_feature_84,LBP_feature_85,LBP_feature_86,LBP_feature_87,LBP_feature_88,LBP_feature_89,LBP_feature_90,LBP_feature_91,LBP_feature_92,LBP_feature_93,LBP_feature_94,LBP_feature_95,LBP_feature_96,LBP_feature_97,LBP_feature_98,LBP_feature_99,LBP_feature_100,LBP_feature_101,LBP_feature_102,LBP_feature_103,LBP_feature_104,LBP_feature_105,LBP_feature_106,LBP_feature_107,LBP_feature_108,LBP_feature_109,LBP_feature_110,LBP_feature_111,LBP_feature_112,LBP_feature_113,LBP_feature_114,LBP_feature_115,LBP_feature_116,LBP_feature_117,LBP_feature_118,LBP_feature_119,LBP_feature_120,LBP_feature_121,LBP_feature_122,LBP_feature_123,LBP_feature_124,LBP_feature_125,LBP_feature_126,LBP_feature_127,LBP_feature_128,LBP_feature_129,LBP_feature_130,LBP_feature_131,LBP_feature_132,LBP_feature_133,LBP_feature_134,LBP_feature_135,label
0.049624902990013584,0.12542036733097264,0.0,0.8000344916443893,0.0,0.02492023799150986,0.07294622716754179,0.13192170559077634,0.0,0.7688277668351587,0.0,0.026304300370141007,0.05719126626203794,0.13369137814859847,0.0,0.7881461589850661,0.0,0.02097119657232917,0.05877021139560919,0.1508435425820636,0.0,0.7668781614348447,0.0,0.023508084558243676,0.1136415136966189,0.1966915929983354,0.0,0.07500566507194588,0.0,0.027532290955412157,0.0,0.5728529344467649,0.0,0.014276002717621118,0.1518222988837802,0.17112357125607897,0.0,0.11268061245280563,0.0,0.03730860469729258,0.0,0.49751994818875134,0.0,0.02954496441346291,0.11846054887237772,0.15094339621023334,0.0,0.1481560891779421,0.0,0.04202401371762178,0.0,0.5027873069786891,0.0,0.037628644935931745,0.09466537341467843,0.14500484964645927,0.0,0.1882638215142324,0.0,0.017846750725718064,0.0,0.5024248302131499,0.0,0.05179437438876873,0.29528609537643463,0.35072635625534354,0.0,0.11384524159091455,0.0,0.0,0.0,0.11236288167436619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09487103465909545,0.0,0.032908390147373734,0.3319232937586229,0.21630005634058092,0.0,0.141567963863066,0.0,0.010152284261096366,0.0,0.1367738296286594,0.0,0.007614213195822275,0.0,0.003948110545981921,0.0,0.003948110545981921,0.0,0.1218274111331564,0.0,0.02594472644502405,0.26847208282565294,0.23202942152055187,0.0,0.12403878297424314,0.0,0.013707790032193986,0.0,0.14409896350916115,0.0,0.007689735871718577,0.0,0.00802407221396721,0.0,0.00802407221396721,0.0,0.16583082575532238,0.0,0.02808425274888524,0.1974090067250435,0.18537939537773615,0.0,0.13602714369647528,0.0,0.007402837752189131,0.0,0.22331893885770546,0.0,0.0033929673030866853,0.0,0.0024676125840630437,0.0,0.0037014188760945655,0.0,0.23719925964306007,0.0,0.0037014188760945655,mouse
0.054819277106782555,0.20897590360816337,0.0,0.6742469879314986,0.0,0.061957831323435006,0.12005722460314572,0.26723891272482864,0.0,0.5380829756641464,0.0,0.07462088697926693,0.1198640462648394,0.29136858261953874,0.0,0.5013567963023502,0.0,0.08741057478586162,0.1294780205420692,0.29770037022741563,0.0,0.45207801010449816,0.0,0.12074359909994412,0.12357442976263697,0.3060474189446243,0.0,0.11329531811875035,0.0,0.03969087634756221,0.0,0.40148559420757157,0.0,0.01590636254382455,0.20311389623340564,0.2757930098665422,0.0,0.13838103235749202,0.0,0.06318237611840671,0.0,0.26429355899836593,0.0,0.05523612636118379,0.16995998767805726,0.273130193889004,0.0,0.14706063403219077,0.0,0.07688519544001937,0.0,0.2720837180503488,0.0,0.06088027084882239,0.17855868711032472,0.29093828039654307,0.0,0.14312046615869184,0.0,0.05755737899526951,0.0,0.2738732310456729,0.0,0.05595195623403782,0.22495533870757792,0.40524941591242963,0.0,0.10553799641259612,0.0,0.0,0.0,0.12628830560309354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09770509824134875,0.0,0.040263844985534716,0.30936844554773146,0.25285481236857904,0.0,0.1605686320017981,0.0,0.00594267070543665,0.0,0.12782568164439226,0.0,0.004194826380308223,0.0,0.00198089023514555,0.0,0.002330459100171235,0.0,0.10335586109259427,0.0,0.031577720807320235,0.2659261241614124,0.3070128479246503,0.0,0.13610813702675212,0.0,0.021279443251970096,0.0,0.10840471090626275,0.0,0.015524625265588246,0.0,0.010572805137771306,0.0,0.014186295501313397,0.0,0.09261241968781954,0.0,0.028372591002626794,0.2499999999646493,0.3467194569645476,0.0,0.14705882350861724,0.0,0.022058823526292588,0.0,0.09940610858322876,0.0,0.017392533934192232,0.0,0.009615384614024973,0.0,0.008908371039464314,0.0,0.08201357464903654,0.0,0.016826923074543705,backpack
0.05908246784104254,0.17511520736122738,0.0,0.7256345002596029,0.0,0.04016782446934673,0.09825233124817807,0.18489470757828105,0.0,0.6704131414394854,0.0,0.04643981967230039,0.08327175580723743,0.20127323366104283,0.0,0.6688455635384047,0.0,0.046609446936474196,0.0767116045426005,0.19217552206226934,0.0,0.6815754691683016,0.0,0.049537404173960485,0.1363876651742048,0.25938325986618793,0.0,0.10590308368177918,0.0,0.037885462548390224,0.0,0.44035242282989384,0.0,0.02008810572333249,0.1958590749380766,0.21956921018207226,0.0,0.14560026713214222,0.0,0.06161295707770697,0.0,0.335949240217741,0.0,0.04140925028528815,0.1426279479957279,0.20744424832224542,0.0,0.18755013634083906,0.0,0.06353280923094291,0.0,0.355847906248059,0.0,0.04299695170174924,0.12274084549383296,0.17035989310539684,0.0,0.19126198331113278,0.0,0.04321860756825104,0.0,0.42118497557422835,0.0,0.051233694789999416,0.26947368411597417,0.3480701753164666,0.0,0.11999999995789475,0.0,0.0,0.0,0.1196491227650354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10175438592920899,0.0,0.04105263156454294,0.3167213113715668,0.23377049172663264,0.0,0.15081967208169847,0.0,0.007540983604084924,0.0,0.11540983602773448,0.0,0.009180327865842516,0.0,0.0032786885235151844,0.0,0.004590163932921258,0.0,0.12360655733652244,0.0,0.03508196720161247,0.2605140185901425,0.24143302171283762,0.0,0.12889408094669233,0.0,0.026090342668967936,0.0,0.1285046728471555,0.0,0.01440809968286289,0.0,0.009735202488420872,0.0,0.0066199376921261925,0.0,0.15498442361566028,0.0,0.02881619936572578,0.2515784360118609,0.22826614850497032,0.0,0.12384652738035623,0.0,0.013113161722625954,0.0,0.13210296253904666,0.0,0.014570179691806616,0.0,0.015541525004593723,0.0,0.01505585234820017,0.0,0.189412335993486,0.0,0.016512870317380832,projector
0.0645817562422132,0.22993943980744042,0.0,0.6378217259350009,0.0,0.06765707796803287,0.12110451805255784,0.26477596597370573,0.0,0.5385226369883417,0.0,0.0755968789386723,0.1324551774546078,0.29093487009280394,0.0,0.49871935599621664,0.0,0.07789059641063435,0.09909722510716407,0.2841452760209616,0.0,0.518575529370613,0.0,0.09818196945965878,0.1291725562543033,0.27824290526495127,0.0,0.12210503423702239,0.0,0.047298031961802975,0.0,0.41122105029779044,0.0,0.011960421875398454,0.19146754177094988,0.29073941131261005,0.0,0.1319864629133436,0.0,0.07886370627844695,0.0,0.26725464052227926,0.0,0.03968823709981661,0.17890679053287467,0.2924780072855117,0.0,0.14737570424558905,0.0,0.08362162695624971,0.0,0.24710882670286557,0.0,0.050509044178065725,0.13318003256365046,0.25170068024799264,0.0,0.1881766791043234,0.0,0.06716489412022948,0.0,0.32959662735176803,0.0,0.03018108651622295,0.24170616108763524,0.36884401393594807,0.0,0.11106532039747262,0.0,0.0,0.0,0.12075005148964556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10405934471377305,0.0,0.05357510816946731,0.2970626269541728,0.2782191021100648,0.0,0.17587289854500776,0.0,0.007020136706628461,0.0,0.10751893587520432,0.0,0.0038795492326104655,0.0,0.0031405874740179957,0.0,0.001847404396481174,0.0,0.08184001476411601,0.0,0.04359874375695571,0.26377262988830585,0.31769515275108134,0.0,0.1399649600661933,0.0,0.020829277784537806,0.0,0.09947440138223196,0.0,0.015378625654004548,0.0,0.009343975080914156,0.0,0.01031730581850938,0.0,0.08759976638357021,0.0,0.03562390499598522,0.2030468394263195,0.2789904501412027,0.0,0.14688494767010346,0.0,0.027285129598161633,0.0,0.11095952703252397,0.0,0.023647112318406747,0.0,0.018872214638728464,0.0,0.020463847198621224,0.0,0.1384720327106703,0.0,0.031377899037885876,bike
0.04923662105503531,0.1931427967566621,0.0,0.6725130751401281,0.0,0.08510750699534536,0.09601367314653327,0.2376212738029648,0.0,0.6015181219222079,0.0,0.06484693107802508,0.11983691694802519,0.2589914090055336,0.0,0.5335630733129368,0.0,0.08760860068496779,0.13761242442927152,0.2861355482240067,0.0,0.46861945247610853,0.0,0.10763257482146593,0.11974759786035456,0.30704144553175944,0.0,0.09436397531989617,0.0,0.04374014053581814,0.0,0.42392083745533904,0.0,0.011186003153422342,0.18618694173025702,0.27122908538542845,0.0,0.1015222040380523,0.0,0.07107812302540217,0.0,0.31689520690440365,0.0,0.05308843879065436,0.19629543334153127,0.2649114631564642,0.0,0.11148648647349878,0.0,0.06966449207016956,0.0,0.2793569431175027,0.0,0.0782851817243377,0.19124150575005483,0.28130730231028933,0.0,0.1195124581901076,0.0,0.05889332325974616,0.0,0.2668536295688865,0.0,0.08219178081305234,0.22683793379971634,0.44575020485221367,0.0,0.09975403112879092,0.0,0.0,0.0,0.10467340800637513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07625034160255525,0.0,0.046734080337049996,0.3179278820929589,0.304977145681824,0.0,0.1472828846756519,0.0,0.004570848145106438,0.0,0.09471813100692786,0.0,0.003301168104799094,0.0,0.003301168104799094,0.0,0.002285424072553219,0.0,0.07211782628945713,0.0,0.04951752157198641,0.32117163403875343,0.34815005129800874,0.0,0.10560123327194214,0.0,0.016700924970015178,0.0,0.06654676257282971,0.0,0.012332990747088133,0.0,0.005909558066313063,0.0,0.008735868445854094,0.0,0.07913669062714884,0.0,0.035714285705109386,0.28908252170961496,0.3669912864256814,0.0,0.11378780109846545,0.0,0.015376729878171007,0.0,0.07508969757173509,0.0,0.012557662733839656,0.0,0.008200922601691205,0.0,0.006406970782571253,0.0,0.08662224498036335,0.0,0.025884161961587864,monitor
0.03671313899295677,0.17482044781686437,0.0,0.6918462188131878,0.0,0.09662019433474354,0.06843874121368643,0.22127168414226595,0.0,0.6318022880594832,0.0,0.07848728655061658,0.07934957480810878,0.252212135134101,0.0,0.5958113077282288,0.0,0.07262698230083237,0.08297970367654454,0.2822570867314373,0.0,0.5710128761470692,0.0,0.06375033342070005,0.08281053951455347,0.26787954827813887,0.0,0.0820786281804602,0.0,0.019761606020518442,0.0,0.5364910078903711,0.0,0.010978670011399135,0.1285621761553949,0.24538536267443448,0.0,0.13414831605131572,0.0,0.04355569947833908,0.0,0.4240608807946842,0.0,0.024287564764873093,0.12903667213129197,0.2509578543889602,0.0,0.15961959495350167,0.0,0.06663929939336075,0.0,0.3605637657115104,0.0,0.03318281335295684,0.11533894645318767,0.19575777201015987,0.0,0.18669041449769588,0.0,0.04593048358992171,0.0,0.4281088082670494,0.0,0.028173575128013082,0.19372241290001904,0.48675821469181996,0.0,0.10127513484519983,0.0,0.0,0.0,0.10666993621709908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08705247668291995,0.0,0.02452182441772393,0.24155934558970424,0.23355377649955555,0.0,0.18552036195866334,0.0,0.0027845457704865043,0.0,0.17699269053654842,0.0,0.0027845457704865043,0.0,0.0015663069958986586,0.0,0.0017403411065540651,0.0,0.1333101287620414,0.0,0.020187956836027157,0.2242003620663548,0.26297525644795183,0.0,0.17727821361235996,0.0,0.01840675920060248,0.0,0.13789981892910383,0.0,0.009806879901960337,0.0,0.005733252865761428,0.0,0.009505129751130789,0.0,0.12582981289592188,0.0,0.02836451417797759,0.20728534255459882,0.22231858915549021,0.0,0.15322347497062394,0.0,0.017924255562601292,0.0,0.15857184154978723,0.0,0.008817577333215152,0.0,0.01214223763918152,0.0,0.011997687191096026,0.0,0.19355304998647685,0.0,0.01416594391237844,mug
0.07257293832859785,0.21704424081077944,0.0,0.6805891280746198,0.0,0.029793692729788424,0.16688985603354034,0.23797567234471734,0.0,0.5540676263500688,0.0,0.041066845215876197,0.15130097899841363,0.23024972513322603,0.0,0.5655201298065274,0.0,0.05292916600947965,0.15670467012561634,0.19195725801688893,0.0,0.6033010542096408,0.0,0.04803701760015088,0.13507967163989865,0.2170449058163876,0.0,0.14377112504300202,0.0,0.04261226460132638,0.0,0.44616127469264105,0.0,0.015330758086029603,0.24822527209557202,0.23686701369653726,0.0,0.14304306671284392,0.0,0.042711784188036936,0.0,0.2654992900774374,0.0,0.06365357311125726,0.2155407077189383,0.21826280620907412,0.0,0.15416975994133014,0.0,0.06681514475787984,0.0,0.268374164777484,0.0,0.07683741647156181,0.25811359023096936,0.1757099391257974,0.0,0.13729716022600189,0.0,0.054513184577267594,0.0,0.3273326571593138,0.0,0.047033468553875066,0.2774683543601346,0.2805063290429098,0.0,0.10531645566954013,0.0,0.0,0.0,0.1508860759111681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13822784806627145,0.0,0.04759493669681141,0.37358490558205765,0.2012578615930277,0.0,0.1620545073035525,0.0,0.007337526203912468,0.0,0.1272536687364248,0.0,0.0031446540873910577,0.0,0.0027253668757389166,0.0,0.0023060796640867755,0.0,0.10125786161399206,0.0,0.019077568130172418,0.3496813520782263,0.2507619838595838,0.0,0.10279855912917746,0.0,0.018841784422598564,0.0,0.09226932665772532,0.0,0.028816846763974273,0.0,0.02050429481282785,0.0,0.016348018837254636,0.0,0.09254641172276354,0.0,0.027431421438783205,0.3612945837644338,0.3068031703081892,0.0,0.07595772784809851,0.0,0.022457067363785645,0.0,0.07133421397908382,0.0,0.030052840148595498,0.0,0.00858652575674157,0.0,0.00858652575674157,0.0,0.07232496695101553,0.0,0.042602377793063945,keyboard
0.031644949542880135,0.18888997745719163,0.0,0.7182815714353736,0.0,0.061183501515568554,0.0963833552617696,0.25411807413649234,0.0,0.5678631392400116,0.0,0.08163543131634816,0.11095457649799545,0.27258367485175106,0.0,0.5411543715615968,0.0,0.07530737704596537,0.09675543667493292,0.2572004496547195,0.0,0.5652207620822103,0.0,0.08082335154937305,0.07727503811930922,0.2661413319438051,0.0,0.1188357905288719,0.0,0.028723945090401125,0.0,0.5013980680603205,0.0,0.007625826130194989,0.16595523163290418,0.2649661634289468,0.0,0.15866736073309032,0.0,0.04549713690312367,0.0,0.32753774072592007,0.0,0.03737636647190251,0.15824849262051513,0.2524463773596475,0.0,0.15953345851937,0.0,0.07581298803243916,0.0,0.30819412866381396,0.0,0.045764554705370705,0.13873110617707413,0.2323096177691047,0.0,0.16770963703016176,0.0,0.07259073841604016,0.0,0.3514007894145181,0.0,0.03725811109682698,0.1683361157016316,0.4195882024430751,0.0,0.10962715634122784,0.0,0.0,0.0,0.143850862508667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12075681688348447,0.0,0.03784084584367255,0.2750632664444105,0.2258127311220921,0.0,0.19602881055167823,0.0,0.0019466614751904492,0.0,0.15534358572019785,0.0,0.0019466614751904492,0.0,0.0013626630326333145,0.0,0.0019466614751904492,0.0,0.12205567449444117,0.0,0.018493284014309268,0.2536904259271003,0.28447912267303266,0.0,0.1522564318531724,0.0,0.018557570641383893,0.0,0.11809363135426114,0.0,0.010965837197181392,0.0,0.009911429774375488,0.0,0.009067903836130766,0.0,0.11408688314759871,0.0,0.028890763384881744,0.2166708510628494,0.28897815709541097,0.0,0.14386141096061728,0.0,0.03113231231957512,0.0,0.1257845844524769,0.0,0.01807682650814039,0.0,0.014310820985611143,0.0,0.017574692438469826,0.0,0.12226964596478292,0.0,0.02134069796099907,headphones
0.1100593723457147,0.2680576759875129,0.0,0.49784563187454295,0.0,0.12403731975830239,0.14335994785258727,0.26684047579381326,0.0,0.46664494050947875,0.0,0.12315463581153153,0.13932668096181644,0.2913674655633881,0.0,0.40573222666524505,0.0,0.16357362677846457,0.16415385528093565,0.2840565085687643,0.0,0.33682554756523936,0.0,0.21496408855538185,0.22852396770854896,0.35927859513057436,0.0,0.09349786425458805,0.0,0.03361809839949232,0.0,0.2627748773720317,0.0,0.022306597055663138,0.26486199573363195,0.3099029420450483,0.0,0.09182590232849364,0.0,0.09599636032029145,0.0,0.205641492250103,0.0,0.031771307246605145,0.23587150503897444,0.32116299819146615,0.0,0.11325104103857443,0.0,0.0858120166503709,0.0,0.20553242116258683,0.0,0.03837001784366671,0.2907649453402782,0.3174058995559313,0.0,0.07835154631252399,0.0,0.09799300049296529,0.0,0.17934433253486576,0.0,0.03614027569201198,0.3362445414450319,0.367638380695428,0.0,0.12356898381640871,0.0,0.0,0.0,0.09182107870980513,0.0,0.0,0.0,0.00023604390413831653,0.0,0.0003540658562074748,0.0,0.06396789802148378,0.0,0.016169007433474682,0.3638332430476674,0.33270167835236847,0.0,0.12290200323187574,0.0,0.0054141851643998125,0.0,0.06456415808546775,0.0,0.012181916619899577,0.0,0.0037899296150798686,0.0,0.003925284244189864,0.0,0.05590146182242806,0.0,0.03478613968126879,0.33279461274979194,0.3348148147697219,0.0,0.09292929291677719,0.0,0.03407407406948497,0.0,0.08175084173983153,0.0,0.013872053870185582,0.0,0.009696969695663707,0.0,0.008754208753029735,0.0,0.05077441076757247,0.0,0.040538720533260776,0.4216816047202046,0.33333333328591075,0.0,0.07497510313345068,0.0,0.01906387821609562,0.0,0.06430502204235239,0.0,0.017214397493638584,0.0,0.008678332620759947,0.0,0.00725565514194684,0.0,0.02091335893855266,0.0,0.03257931426482013,calculator
0.12279933432062716,0.2774809494491775,0.0,0.48366471049821913,0.0,0.11605500568818188,0.1496826068493575,0.2866694879269289,0.0,0.4411764705695651,0.0,0.1224714346118294,0.1520712731390536,0.2790573551636467,0.0,0.4294042780133266,0.0,0.13946709364291715,0.15849191814003932,0.28573134802588857,0.0,0.4003901584361657,0.0,0.15538657535809433,0.2399422521424502,0.3625601539593301,0.0,0.09076034647827137,0.0,0.03358999037212801,0.0,0.2486044273100477,0.0,0.024542829641526195,0.2621807557947243,0.33144849681166255,0.0,0.08783338044596802,0.0,0.08792762227048086,0.0,0.19460936761901712,0.0,0.036000376963905345,0.2537915146617593,0.31272797078971704,0.0,0.10433864464346912,0.0,0.10049913610093116,0.0,0.1835285083333146,0.0,0.04511422537482106,0.2680431375916634,0.300119826684476,0.0,0.09503180015715441,0.0,0.1044335883395305,0.0,0.20121670198163732,0.0,0.031154945153363908,0.34628426104177956,0.37199773942187087,0.0,0.11387397568326166,0.0,0.0,0.0,0.09027974002680421,0.0,0.0,0.0,0.0,0.0,0.0001412828482422601,0.0,0.06089290759241411,0.0,0.016530093244344433,0.35559626909467085,0.3574283810197488,0.0,0.10226515654525896,0.0,0.006995336441206639,0.0,0.066122584932358,0.0,0.014990006659728512,0.0,0.004663557627471093,0.0,0.004996668886576171,0.0,0.05229846767949725,0.0,0.03464357094692812,0.37755280147014264,0.3452609529856413,0.0,0.06755105601892981,0.0,0.035608308599125796,0.0,0.059696282063240305,0.0,0.01693140163781962,0.0,0.01309128992614919,0.0,0.010298481408570696,0.0,0.03840111711670429,0.0,0.035608308599125796,0.3712356268714664,0.3531666361830322,0.0,0.06826063148964033,0.0,0.027924803791216497,0.0,0.06917320677693499,0.0,0.018616535860811,0.0,0.008213177585651911,0.0,0.006935572183439391,0.0,0.03540792114703268,0.0,0.041065887928259555,calculator
